timestamp,source_ip,dest_ip,username,event_type,action,status,port,protocol,bytes_sent,bytes_received
2024-01-01 01:49:19,10.0.3.23,10.0.1.13,,network,connect,success,22,ssh,1059978,2482146
2024-01-01 02:08:07,10.0.1.14,10.0.4.10,,network,connect,success,25,ssh,1105365,1610101
2024-01-01 02:14:55,10.0.3.10,10.0.0.5,,network,connect,success,443,smtp,417551,1029088
2024-01-01 02:24:41,10.0.2.13,10.0.1.18,,network,connect,success,25,smtp,397893,940228
2024-01-01 02:35:34,10.0.1.22,10.0.2.17,,network,connect,success,10119,ssh,400642,201971
2024-01-01 02:39:12,10.0.2.13,10.0.2.7,,network,connect,success,6379,ftp,616979,1435425
2024-01-01 02:43:05,10.0.3.7,203.44.216.9,,network,connect,success,33563,http,1072092,2632443
2024-01-01 02:44:38,10.0.3.16,10.0.1.5,,network,connect,success,25,https,1079479,2504811
2024-01-01 02:45:18,10.0.4.19,10.0.3.17,,network,connect,success,21,https,439370,959287
2024-01-01 03:02:20,10.0.1.8,10.0.3.10,,network,connect,success,8443,http,266168,545411
2024-01-01 03:02:44,10.0.4.11,10.0.4.9,,network,connect,success,6379,smtp,1121204,999895
2024-01-01 03:06:33,10.0.2.18,203.57.12.190,,network,connect,success,443,http,722479,384986
2024-01-01 03:11:33,10.0.3.7,10.0.4.3,,network,connect,success,5432,http,159479,112922
2024-01-01 03:11:44,10.0.2.11,10.0.3.9,,network,connect,success,22,http,1011882,1489941
2024-01-01 03:13:09,10.0.3.19,10.0.3.9,,network,connect,success,62035,dns,248576,443979
2024-01-01 03:31:21,10.0.2.24,10.0.4.22,,network,connect,success,25,dns,661086,1399630
2024-01-01 03:33:51,10.0.1.1,10.0.1.15,,network,connect,success,8443,ssh,300600,528137
2024-01-01 03:37:38,10.0.2.8,10.0.3.22,,network,connect,success,5432,dns,1337940,2132913
2024-01-01 03:42:35,10.0.3.16,10.0.4.14,,network,connect,success,53,https,826959,2461716
2024-01-01 03:50:32,10.0.2.2,10.0.3.20,,network,connect,success,8080,ftp,263830,132554
2024-01-01 03:50:53,10.0.2.19,203.71.52.174,,network,connect,success,443,ssh,1374621,3806072
2024-01-01 04:02:59,10.0.1.9,10.0.2.12,,network,connect,success,21,ssh,623,1241
2024-01-01 04:07:45,10.0.4.10,10.0.3.12,,network,connect,success,21,smtp,328358,826832
2024-01-01 04:11:09,10.0.1.22,10.0.3.19,,network,connect,success,443,https,620229,319528
2024-01-01 04:13:30,10.0.4.22,10.0.4.19,,network,connect,success,6415,https,1025777,2941711
2024-01-01 04:22:12,10.0.4.1,10.0.3.10,,network,connect,success,25,http,1206658,2877731
2024-01-01 04:24:14,10.0.2.12,10.0.0.5,,network,connect,success,21,https,1438832,3991976
2024-01-01 04:37:58,10.0.2.2,10.0.1.4,,network,connect,success,8443,dns,612959,1476168
2024-01-01 05:12:51,10.0.3.15,10.0.4.21,,network,connect,success,80,https,1176013,3354760
2024-01-01 05:21:43,10.0.4.22,10.0.3.5,,network,connect,success,8080,ftp,889278,1574880
2024-01-01 05:35:26,10.0.4.15,10.0.3.1,,network,connect,success,6379,ssh,671636,1693084
2024-01-01 05:40:29,10.0.2.14,10.0.0.3,,network,connect,success,6379,ftp,372168,228419
2024-01-01 05:42:10,10.0.3.7,10.0.1.18,,network,connect,success,8080,ssh,1074180,2368911
2024-01-01 06:34:05,10.0.4.21,10.0.4.5,,network,connect,success,39712,ftp,716701,1960653
2024-01-01 06:41:18,10.0.1.9,10.0.1.5,,network,connect,success,8080,smtp,683466,501299
2024-01-01 07:08:39,10.0.4.22,10.0.1.4,,network,connect,failed,53,https,1430642,3827580
2024-01-01 07:10:19,10.0.1.13,203.71.52.174,,network,connect,success,25,smtp,854127,1433924
2024-01-01 07:15:59,10.0.2.3,10.0.1.23,,network,connect,success,25,http,221999,466144
2024-01-01 07:18:16,10.0.4.16,10.0.3.14,,network,connect,success,8443,dns,294576,731340
2024-01-01 07:20:29,10.0.2.12,10.0.4.17,,network,connect,success,3306,ftp,533061,412547
2024-01-01 07:23:21,10.0.3.23,10.0.2.12,,network,connect,success,8080,ftp,295986,844487
2024-01-01 07:23:43,10.0.1.14,10.0.2.10,,network,connect,success,6379,smtp,1086788,2606655
2024-01-01 07:25:49,10.0.3.16,10.0.2.9,,network,connect,success,22,ftp,463912,1228935
2024-01-01 07:32:30,10.0.3.11,10.0.1.6,,network,connect,success,22,http,43436,103192
2024-01-01 07:49:18,10.0.1.10,10.0.3.21,,network,connect,success,8080,smtp,670051,1322408
2024-01-01 07:51:41,10.0.2.11,10.0.2.21,,network,connect,success,53,http,1481701,4330218
2024-01-01 07:53:01,10.0.1.13,10.0.1.16,,network,connect,success,25,ftp,91205,244366
2024-01-01 08:04:57,10.0.1.7,10.0.4.22,,network,connect,failed,8443,dns,476582,773857
2024-01-01 08:12:21,10.0.3.13,10.0.2.11,,network,connect,success,6379,dns,675037,1918625
2024-01-01 08:27:01,10.0.1.11,10.0.4.24,,network,connect,success,443,http,1396427,1626697
2024-01-01 08:29:25,10.0.2.2,10.0.4.18,,network,connect,success,5432,http,819497,2207849
2024-01-01 08:34:20,10.0.1.2,10.0.2.12,,network,connect,failed,21,ftp,1027643,1399380
2024-01-01 08:36:53,10.0.2.6,10.0.1.4,,network,connect,failed,443,smtp,706100,1964243
2024-01-01 08:41:10,10.0.4.17,10.0.0.2,,network,connect,success,22,http,971860,2720839
2024-01-01 08:59:24,10.0.2.17,10.0.1.15,,network,connect,failed,53,smtp,1437000,2469585
2024-01-01 09:00:21,10.0.4.16,10.0.1.20,,network,connect,success,6379,dns,1024039,1066871
2024-01-01 09:02:37,10.0.3.1,10.0.1.8,,network,connect,success,6379,ftp,410597,904092
2024-01-01 09:03:45,10.0.4.7,10.0.2.22,,network,connect,success,20784,smtp,1217521,1879168
2024-01-01 09:12:23,10.0.1.18,10.0.4.23,,network,connect,success,21,ssh,627065,604481
2024-01-01 09:24:28,10.0.3.8,10.0.2.19,,network,connect,success,21,dns,1190529,2741851
2024-01-01 09:34:14,10.0.3.14,203.15.47.56,,network,connect,success,25,dns,298675,425117
2024-01-01 09:42:28,10.0.2.13,10.0.3.23,,network,connect,success,5432,ftp,280566,676514
2024-01-01 09:43:11,10.0.3.17,10.0.2.3,,network,connect,success,5432,ftp,700550,694990
2024-01-01 09:48:38,10.0.2.22,10.0.1.17,,network,connect,success,8443,http,717338,1409776
2024-01-01 09:49:31,10.0.3.6,10.0.3.11,,network,connect,failed,22,ssh,982078,2375961
2024-01-01 10:07:09,10.0.1.10,10.0.3.22,,network,connect,success,80,https,6843,16875
2024-01-01 10:39:45,10.0.1.21,10.0.3.21,,network,connect,success,22,ssh,1413775,1962851
2024-01-01 10:46:36,10.0.4.15,10.0.2.16,,network,connect,success,21,https,3073,8526
2024-01-01 10:47:54,10.0.2.14,10.0.3.20,,network,connect,success,3306,http,1270940,968408
2024-01-01 11:22:42,10.0.2.6,10.0.3.18,,network,connect,success,53,http,565189,905747
2024-01-01 11:22:56,10.0.4.5,10.0.4.15,,network,connect,failed,3306,ssh,1081610,959777
2024-01-01 11:25:51,10.0.4.5,10.0.2.8,,network,connect,success,443,smtp,69490,98266
2024-01-01 11:31:03,10.0.2.9,10.0.4.20,,network,connect,success,21,ftp,1489094,2709679
2024-01-01 11:40:25,10.0.2.10,10.0.2.18,,network,connect,success,22,dns,1261514,1233909
2024-01-01 11:41:54,10.0.4.15,10.0.2.13,,network,connect,failed,25,https,956263,540829
2024-01-01 11:41:58,10.0.4.23,10.0.2.1,,network,connect,success,25,http,428206,386510
2024-01-01 11:46:40,10.0.2.5,10.0.2.7,,network,connect,failed,41118,ftp,69285,165155
2024-01-01 11:56:13,10.0.1.14,10.0.2.15,,network,connect,success,8080,ftp,789599,495334
2024-01-01 12:12:27,10.0.2.7,10.0.1.5,,network,connect,success,5432,https,23360,55021
2024-01-01 12:21:40,10.0.1.11,10.0.3.9,,network,connect,success,3306,https,1121777,1177762
2024-01-01 12:21:43,10.0.1.5,10.0.2.19,,network,connect,success,53,http,867348,949016
2024-01-01 12:23:05,10.0.2.2,203.44.216.9,,network,connect,success,25,https,1085433,1797585
2024-01-01 12:27:08,10.0.1.12,10.0.4.21,,network,connect,success,22,http,1172429,1005947
2024-01-01 12:38:01,10.0.2.7,10.0.1.7,,network,connect,success,53,dns,1121415,2545520
2024-01-01 12:40:23,10.0.3.15,10.0.3.23,,network,connect,success,21,https,1289689,2618517
2024-01-01 12:40:43,10.0.2.7,10.0.1.17,,network,connect,success,80,ssh,188788,484438
2024-01-01 12:42:45,10.0.1.5,10.0.1.21,,network,connect,success,8341,dns,1275797,2347232
2024-01-01 13:06:06,10.0.2.18,10.0.1.5,,network,connect,failed,443,dns,1159277,1446377
2024-01-01 13:22:50,10.0.2.7,10.0.3.22,,network,connect,success,53,smtp,1213897,2977514
2024-01-01 13:50:51,10.0.4.5,10.0.4.18,,network,connect,success,22,ftp,1063755,3039928
2024-01-01 13:55:04,10.0.4.4,10.0.2.13,,network,connect,success,22,smtp,227837,309833
2024-01-01 14:00:35,10.0.1.22,10.0.1.20,,network,connect,success,8443,ftp,431055,1111175
2024-01-01 14:22:08,10.0.2.23,10.0.4.22,,network,connect,failed,6379,smtp,714236,1785811
2024-01-01 14:35:19,10.0.2.22,10.0.3.4,,network,connect,success,8443,dns,942274,799165
2024-01-01 15:04:31,10.0.1.24,10.0.2.7,,network,connect,success,3306,ftp,27242,49707
2024-01-01 15:15:17,10.0.3.24,10.0.3.7,,network,connect,success,80,ftp,159984,243410
2024-01-01 15:31:46,10.0.4.17,10.0.3.24,,network,connect,success,25,smtp,853751,1924075
2024-01-01 15:43:56,10.0.2.14,10.0.3.1,,network,connect,success,6379,https,1178751,3011234
2024-01-01 15:44:39,10.0.1.3,10.0.1.1,,network,connect,success,55870,ftp,230205,266515
2024-01-01 16:04:06,10.0.2.13,10.0.4.15,,network,connect,success,21219,dns,1001848,1091094
2024-01-01 16:18:40,10.0.4.15,10.0.2.11,,network,connect,success,25,smtp,410045,495676
2024-01-01 16:20:04,10.0.4.14,203.71.52.174,,network,connect,success,6379,https,16678,34655
2024-01-01 16:21:02,10.0.3.20,10.0.2.16,,network,connect,success,5432,ftp,1092373,1237294
2024-01-01 16:28:36,10.0.2.21,10.0.4.24,,network,connect,success,25,ssh,869739,2297161
2024-01-01 17:09:54,10.0.3.11,10.0.2.6,,network,connect,success,80,smtp,1057245,1835189
2024-01-01 17:18:45,10.0.4.4,10.0.1.3,,network,connect,success,8443,http,390926,325554
2024-01-01 17:32:27,10.0.3.18,10.0.3.20,,network,connect,success,443,http,1497959,2952561
2024-01-01 17:33:52,10.0.4.18,10.0.1.8,,network,connect,success,80,smtp,399951,1138105
2024-01-01 17:53:51,10.0.1.4,10.0.0.1,,network,connect,success,80,dns,477504,1000590
2024-01-01 17:57:52,10.0.3.2,10.0.3.6,,network,connect,failed,3306,https,933028,1976811
2024-01-01 18:03:00,10.0.1.14,10.0.4.12,,network,connect,success,22,http,1428363,3790573
2024-01-01 18:48:03,10.0.1.5,10.0.3.10,,network,connect,success,3306,ftp,872673,569100
2024-01-01 19:09:40,10.0.2.2,10.0.2.8,,network,connect,success,6379,ssh,615606,1029738
2024-01-01 19:15:25,10.0.4.10,10.0.2.17,,network,connect,success,8443,ssh,415383,461649
2024-01-01 19:17:48,10.0.3.2,10.0.3.22,,network,connect,success,8443,https,1316726,3437150
2024-01-01 19:23:38,10.0.4.11,10.0.2.13,,network,connect,success,25,https,923755,565889
2024-01-01 19:39:27,10.0.3.2,10.0.4.14,,network,connect,success,3306,http,1394987,4050982
2024-01-01 19:45:41,10.0.1.15,10.0.3.10,,network,connect,success,443,http,1474887,2558670
2024-01-01 19:46:56,10.0.2.8,10.0.3.12,,network,connect,success,6379,http,760954,1925791
2024-01-01 19:53:31,10.0.4.22,10.0.2.16,,network,connect,success,5432,dns,196968,490626
2024-01-01 20:09:57,10.0.4.16,10.0.0.5,,network,connect,success,443,smtp,1148342,824192
2024-01-01 20:43:43,10.0.1.1,203.57.12.190,,network,connect,success,8080,https,536251,1430781
2024-01-01 20:49:53,10.0.1.3,10.0.1.21,,network,connect,success,6379,ftp,321455,688828
2024-01-01 20:50:37,10.0.2.2,10.0.4.3,,network,connect,success,8080,http,21060,11907
2024-01-01 21:01:24,10.0.4.23,10.0.3.6,,network,connect,success,3306,https,612410,863373
2024-01-01 21:10:01,10.0.2.21,10.0.4.6,,network,connect,success,21,ftp,204920,351416
2024-01-01 21:13:48,10.0.2.21,10.0.4.4,,network,connect,success,80,https,296014,394006
2024-01-01 21:15:55,10.0.4.19,10.0.2.17,,network,connect,success,21,ssh,1294065,3161715
2024-01-01 21:25:33,10.0.1.8,10.0.4.16,,network,connect,failed,22,dns,1254867,2135959
2024-01-01 21:34:41,10.0.1.13,10.0.1.18,,network,connect,success,6379,smtp,316784,558553
2024-01-01 21:38:51,10.0.2.4,10.0.3.8,,network,connect,success,53576,https,569087,1044018
2024-01-01 21:46:43,10.0.2.3,10.0.1.24,,network,connect,success,8080,http,181794,380551
2024-01-01 21:58:42,10.0.1.7,10.0.4.12,,network,connect,success,5432,https,777136,1284077
2024-01-01 22:04:23,10.0.1.17,10.0.3.13,,network,connect,success,443,ftp,736892,544715
2024-01-01 22:06:35,10.0.1.12,10.0.3.13,,network,connect,success,6379,http,1489715,3684380
2024-01-01 22:19:13,10.0.4.23,10.0.3.20,,network,connect,success,21,dns,55220,62765
2024-01-01 22:42:02,10.0.2.19,10.0.1.12,,network,connect,success,53,ssh,169438,346688
2024-01-01 22:49:04,10.0.1.1,10.0.1.6,,network,connect,success,443,ssh,876954,1461211
2024-01-01 22:51:01,10.0.1.16,10.0.4.17,,network,connect,success,25,https,453844,1093201
2024-01-01 22:53:42,10.0.2.14,10.0.4.10,,network,connect,failed,3306,smtp,467848,754302
2024-01-01 22:56:41,10.0.2.5,10.0.2.8,,network,connect,success,5432,http,487533,1010499
2024-01-01 22:57:55,10.0.2.10,10.0.3.6,,network,connect,success,80,smtp,523751,1367391
2024-01-01 22:58:35,10.0.3.2,10.0.3.1,,network,connect,success,8080,ssh,1131796,3043008
2024-01-01 22:59:28,10.0.4.17,10.0.3.12,,network,connect,failed,53,ftp,527471,765307
2024-01-01 23:01:22,10.0.1.9,10.0.3.15,,network,connect,success,443,https,685330,1690526
2024-01-01 23:07:07,10.0.1.17,10.0.4.21,,network,connect,success,443,dns,1230485,2295060
2024-01-01 23:09:09,10.0.1.3,10.0.2.7,,network,connect,failed,53,smtp,1119202,579167
2024-01-01 23:25:36,10.0.3.18,10.0.0.3,,network,connect,success,8443,dns,454003,498654
2024-01-01 23:37:24,10.0.2.18,10.0.1.10,,network,connect,success,5432,https,180162,495616
2024-01-01 23:37:40,10.0.3.11,10.0.4.8,,network,connect,failed,21,http,1082524,1410737
2024-01-01 23:38:53,10.0.2.20,10.0.1.2,,network,connect,success,5432,dns,104354,312277
2024-01-01 23:42:49,10.0.3.18,10.0.2.17,,network,connect,failed,22,smtp,571290,1506692
2024-01-01 23:43:20,10.0.4.1,10.0.4.12,,network,connect,success,21,https,1077155,1587142
2024-01-01 23:46:07,10.0.1.3,203.71.52.174,,network,connect,success,22,ftp,359788,456653
2024-01-01 23:56:32,10.0.2.18,10.0.4.8,,network,connect,failed,5432,dns,438937,1133277
2024-01-01 23:57:51,10.0.4.4,10.0.2.20,,network,connect,success,8443,http,422042,612816
2024-01-02 00:14:46,10.0.1.6,203.44.216.9,,network,connect,success,3306,dns,4141,5096
2024-01-02 00:16:51,10.0.2.12,10.0.2.14,,network,connect,success,443,ssh,978952,776148
2024-01-02 00:23:26,10.0.3.16,10.0.4.10,,network,connect,success,21,ssh,1364767,1544548
2024-01-02 00:32:17,10.0.2.24,10.0.3.24,,network,connect,success,80,https,1190244,1648847
2024-01-02 00:51:36,10.0.4.13,10.0.4.3,,network,connect,success,8080,smtp,1206564,946118
2024-01-02 01:08:07,10.0.3.13,10.0.1.8,,network,connect,failed,25,ftp,507643,597510
2024-01-02 01:12:39,10.0.3.13,10.0.2.9,,network,connect,success,8080,dns,1129870,2878151
2024-01-02 01:17:05,10.0.3.20,10.0.2.21,,network,connect,success,53,ssh,857480,933436
2024-01-02 01:22:35,10.0.2.4,10.0.1.9,,network,connect,success,80,https,550935,1326276
2024-01-02 01:23:49,10.0.3.4,10.0.3.16,,network,connect,success,80,https,912759,1038877
2024-01-02 01:37:19,10.0.2.18,10.0.1.1,,network,connect,success,443,smtp,420496,357454
2024-01-02 02:12:45,10.0.2.14,10.0.1.5,,network,connect,success,20218,https,864811,977061
2024-01-02 02:19:09,10.0.1.5,10.0.2.16,,network,connect,success,53,dns,333268,570626
2024-01-02 02:46:48,10.0.2.12,10.0.1.13,,network,connect,success,63451,ftp,651492,1113196
2024-01-02 02:49:07,10.0.1.4,10.0.3.1,,network,connect,success,443,smtp,1217595,2465102
2024-01-02 02:51:45,10.0.3.16,10.0.2.20,,network,connect,success,8080,https,440859,364251
2024-01-02 02:52:07,10.0.1.4,10.0.3.19,,network,connect,success,8443,ssh,1454884,972949
2024-01-02 02:58:43,10.0.2.20,10.0.2.3,,network,connect,success,8443,http,25073,17400
2024-01-02 03:09:08,10.0.2.20,10.0.2.24,,network,connect,success,22,ssh,538638,733063
2024-01-02 03:33:52,10.0.2.19,10.0.4.22,,network,connect,success,21,ssh,1082826,801117
2024-01-02 03:34:32,10.0.4.16,10.0.2.12,,network,connect,failed,21,ftp,1257728,3340830
2024-01-02 03:36:36,10.0.4.1,10.0.4.14,,network,connect,success,443,https,1180180,2302534
2024-01-02 03:51:07,10.0.2.12,10.0.1.10,,network,connect,success,3306,smtp,1313901,1602598
2024-01-02 04:01:06,10.0.2.2,10.0.1.12,,network,connect,success,8080,ssh,25281,54940
2024-01-02 04:28:50,10.0.1.23,10.0.1.24,,network,connect,failed,443,ssh,623162,1360386
2024-01-02 04:32:35,10.0.4.19,10.0.2.12,,network,connect,failed,3306,ssh,1239685,3376986
2024-01-02 04:34:11,10.0.4.19,10.0.3.19,,network,connect,success,6379,https,1047973,1355196
2024-01-02 05:03:23,10.0.2.23,10.0.1.18,,network,connect,failed,21,http,223194,117978
2024-01-02 05:24:41,10.0.2.7,10.0.1.7,,network,connect,success,443,https,300209,160251
2024-01-02 05:46:53,10.0.2.21,10.0.0.1,,network,connect,success,8443,dns,709778,376142
2024-01-02 05:51:20,10.0.1.12,10.0.2.22,,network,connect,success,3306,https,346087,320704
2024-01-02 05:58:16,10.0.4.3,10.0.3.22,,network,connect,success,80,smtp,1102496,588480
2024-01-02 06:05:51,10.0.4.8,10.0.3.4,,network,connect,success,6379,dns,612859,839118
2024-01-02 06:09:22,10.0.3.2,10.0.2.18,,network,connect,success,8443,ftp,744332,1524003
2024-01-02 06:27:43,10.0.3.17,10.0.3.18,,network,connect,failed,25,ssh,1276987,3269743
2024-01-02 06:29:25,10.0.4.11,10.0.3.17,,network,connect,success,8443,ssh,1194610,2804252
2024-01-02 06:41:08,10.0.2.10,203.15.47.56,,network,connect,success,25,http,222175,427236
2024-01-02 06:41:47,10.0.4.3,10.0.2.10,,network,connect,success,21,ssh,1116896,1238230
2024-01-02 06:44:48,10.0.3.11,10.0.3.24,,network,connect,success,8080,https,1283247,1925940
2024-01-02 06:53:07,10.0.1.3,10.0.3.20,,network,connect,success,22,ssh,712590,1565518
2024-01-02 07:09:58,10.0.3.6,10.0.3.23,,network,connect,success,6379,dns,505396,1198231
2024-01-02 07:14:22,10.0.3.11,10.0.3.10,,network,connect,success,6379,ftp,1329793,1845378
2024-01-02 07:31:31,10.0.4.3,10.0.2.18,,network,connect,success,443,smtp,1181641,1433630
2024-01-02 07:32:18,10.0.1.4,10.0.4.21,,network,connect,success,443,ftp,640904,1751537
2024-01-02 07:34:03,10.0.1.19,10.0.2.18,,network,connect,success,41039,ftp,1496816,808859
2024-01-02 07:49:50,10.0.4.1,10.0.2.6,,network,connect,success,22,http,580247,1307822
2024-01-02 08:02:00,10.0.4.12,10.0.1.19,,network,connect,success,21,dns,483432,1427785
2024-01-02 08:07:10,10.0.1.15,10.0.2.23,,network,connect,success,80,smtp,157341,120469
2024-01-02 08:16:13,10.0.4.23,10.0.1.5,,network,connect,success,53,http,406315,1211660
2024-01-02 08:22:25,10.0.3.14,10.0.3.17,,network,connect,success,53,smtp,704323,595317
2024-01-02 08:30:18,10.0.2.11,10.0.1.2,,network,connect,success,53,ssh,471380,1019063
2024-01-02 08:31:20,10.0.1.4,10.0.4.21,,network,connect,success,8443,http,210041,307051
2024-01-02 08:40:19,10.0.2.11,10.0.4.20,,network,connect,success,25,ftp,217182,469725
2024-01-02 08:41:42,10.0.3.17,10.0.2.9,,network,connect,success,80,dns,351920,292661
2024-01-02 08:55:12,10.0.4.16,10.0.4.2,,network,connect,success,21,ssh,539815,882194
2024-01-02 08:55:28,10.0.1.8,10.0.2.24,,network,connect,success,22,dns,1303897,3003960
2024-01-02 09:08:46,10.0.3.9,10.0.2.16,,network,connect,failed,53,http,171773,310846
2024-01-02 09:47:45,10.0.4.17,10.0.3.9,,network,connect,failed,8443,http,887663,1947067
2024-01-02 10:07:56,10.0.2.18,10.0.1.5,,network,connect,success,5432,dns,906913,2339184
2024-01-02 10:25:51,10.0.3.17,10.0.4.17,,network,connect,success,28703,ftp,886105,1102413
2024-01-02 10:28:00,10.0.1.15,10.0.1.5,,network,connect,failed,8443,https,1221430,1838307
2024-01-02 10:54:31,10.0.2.23,10.0.1.16,,network,connect,success,3306,ssh,560691,1633878
2024-01-02 10:56:10,10.0.2.16,10.0.2.12,,network,connect,success,5432,dns,1359530,3279811
2024-01-02 11:04:15,10.0.2.10,10.0.4.9,,network,connect,success,443,dns,921279,2135605
2024-01-02 11:06:24,10.0.3.14,10.0.4.23,,network,connect,success,25,smtp,1418479,1960827
2024-01-02 11:09:11,10.0.4.3,10.0.1.1,,network,connect,success,80,http,776851,2288395
2024-01-02 11:09:12,10.0.2.18,203.15.47.56,,network,connect,success,21,ssh,431960,1040421
2024-01-02 11:16:52,10.0.2.20,10.0.4.17,,network,connect,success,8080,smtp,184773,126817
2024-01-02 11:27:02,10.0.1.12,10.0.1.8,,network,connect,success,8080,ssh,555394,326977
2024-01-02 11:27:18,10.0.2.21,10.0.4.10,,network,connect,success,3306,https,909643,1684859
2024-01-02 11:27:48,10.0.2.19,10.0.4.22,,network,connect,success,80,http,1030261,877439
2024-01-02 11:28:32,10.0.2.18,10.0.4.23,,network,connect,success,8080,https,285759,433797
2024-01-02 11:33:21,10.0.4.11,10.0.1.16,,network,connect,success,21,ftp,188067,306986
2024-01-02 11:33:57,10.0.4.1,10.0.2.7,,network,connect,failed,51059,dns,145164,198570
2024-01-02 11:34:06,10.0.1.16,10.0.1.21,,network,connect,failed,5432,http,633342,398437
2024-01-02 11:40:34,10.0.3.21,10.0.3.24,,network,connect,success,8080,https,1378565,3197975
2024-01-02 12:08:46,10.0.1.2,10.0.3.20,,network,connect,success,57498,http,697935,1290524
2024-01-02 12:12:36,10.0.2.23,10.0.1.24,,network,connect,success,8443,ssh,321535,453213
2024-01-02 12:26:52,10.0.1.14,10.0.0.2,,network,connect,success,22,dns,955383,2068605
2024-01-02 12:31:17,10.0.4.1,10.0.4.23,,network,connect,success,53,smtp,923199,1339277
2024-01-02 12:34:58,10.0.4.13,10.0.2.16,,network,connect,success,21,smtp,280173,399553
2024-01-02 12:47:17,10.0.4.7,10.0.1.9,,network,connect,success,80,smtp,1146851,852392
2024-01-02 13:08:45,10.0.3.16,203.15.47.56,,network,connect,success,8080,dns,1220840,2662369
2024-01-02 13:25:20,10.0.3.9,10.0.3.1,,network,connect,failed,8443,https,1212048,2228348
2024-01-02 13:35:47,10.0.2.8,10.0.0.2,,network,connect,success,8443,ftp,562031,788822
2024-01-02 13:53:56,10.0.4.22,10.0.1.2,,network,connect,failed,8443,dns,1318827,1801548
2024-01-02 13:54:11,10.0.1.16,203.57.12.190,,network,connect,failed,21,https,117327,145873
2024-01-02 13:54:57,10.0.1.4,203.57.12.190,,network,connect,success,25,https,710918,1681960
2024-01-02 14:03:28,10.0.1.7,10.0.4.16,,network,connect,success,53,ssh,1081524,2837421
2024-01-02 14:13:54,10.0.4.18,10.0.2.21,,network,connect,failed,443,http,823974,942144
2024-01-02 14:18:32,10.0.2.3,10.0.2.22,,network,connect,success,22,dns,262780,609369
2024-01-02 14:25:21,10.0.4.22,10.0.3.3,,network,connect,failed,5432,dns,821897,1728340
2024-01-02 14:26:56,10.0.2.6,10.0.2.4,,network,connect,success,21,ssh,1451609,3152289
2024-01-02 14:30:34,10.0.4.5,10.0.1.20,,network,connect,success,3306,smtp,1257506,3019506
2024-01-02 14:43:25,10.0.4.8,10.0.2.24,,network,connect,failed,5432,https,1464326,1032610
2024-01-02 14:47:37,10.0.2.9,10.0.4.10,,network,connect,success,6379,ftp,155813,79027
2024-01-02 14:52:52,10.0.4.3,10.0.3.5,,network,connect,success,80,http,779394,1956462
2024-01-02 15:34:08,10.0.1.3,10.0.0.5,,network,connect,success,8080,smtp,189654,259199
2024-01-02 15:37:14,10.0.4.9,10.0.3.2,,network,connect,failed,15740,dns,337885,379406
2024-01-02 15:51:10,10.0.4.24,10.0.4.22,,network,connect,success,53,dns,999746,2923493
2024-01-02 16:03:54,10.0.3.13,10.0.1.15,,network,connect,success,25,https,296247,882540
2024-01-02 16:21:54,10.0.1.22,10.0.3.9,,network,connect,success,10450,ssh,729329,1087186
2024-01-02 16:42:58,10.0.1.5,10.0.2.17,,network,connect,success,25,dns,807024,584854
2024-01-02 16:46:56,10.0.4.3,10.0.3.11,,network,connect,success,53,https,1017258,1394532
2024-01-02 16:55:16,10.0.1.5,10.0.3.16,,network,connect,success,6379,https,492010,976477
