timestamp,source_ip,dest_ip,username,event_type,action,status,port,protocol,bytes_sent,bytes_received
2024-01-01 13:57:30,10.0.4.18,10.0.0.1,leo,auth,login,success,22,ssh,5830,1711
2024-01-01 14:20:26,10.0.2.1,10.0.0.2,bob,auth,login,success,22,ssh,3861,9221
2024-01-01 14:23:26,10.0.1.9,10.0.0.3,henry,auth,login,success,22,ssh,6138,4824
2024-01-01 14:54:27,203.3.81.179,10.0.0.5,frank,auth,login,success,22,ssh,5494,10993
2024-01-01 14:57:43,10.0.1.17,10.0.0.5,alice,auth,login,success,22,ssh,940,2410
2024-01-01 14:58:05,10.0.1.8,10.0.0.1,jack,auth,login,success,22,ssh,7277,3319
2024-01-01 15:02:54,10.0.4.7,10.0.0.3,henry,auth,login,success,22,ssh,4533,15714
2024-01-01 15:06:01,203.229.142.208,10.0.0.1,grace,auth,login,success,22,ssh,5990,1927
2024-01-01 15:07:09,10.0.2.22,10.0.0.2,bob,auth,login,success,22,ssh,5671,10595
2024-01-01 15:13:45,203.140.125.58,10.0.0.3,jack,auth,login,success,22,ssh,1907,15772
2024-01-01 15:15:12,10.0.3.6,10.0.0.1,frank,auth,login,success,22,ssh,5570,6929
2024-01-01 15:17:12,10.0.4.10,10.0.0.5,dave,auth,login,success,22,ssh,5545,11056
2024-01-01 15:19:21,10.0.1.15,10.0.0.5,jack,auth,login,success,22,ssh,5823,14783
2024-01-01 15:20:24,10.0.3.6,10.0.0.1,carol,auth,login,success,22,ssh,1313,9876
2024-01-01 15:23:58,10.0.1.18,10.0.0.1,jack,auth,login,success,22,ssh,1431,15206
2024-01-01 15:25:54,10.0.3.10,10.0.0.5,grace,auth,login,success,22,ssh,3376,12448
2024-01-01 15:30:56,10.0.2.2,10.0.0.3,alice,auth,login,success,22,ssh,4339,15875
2024-01-01 15:41:43,10.0.1.3,10.0.0.5,karen,auth,login,success,22,ssh,4848,14466
2024-01-01 15:43:25,10.0.2.13,10.0.0.2,bob,auth,login,success,22,ssh,3261,15087
2024-01-01 15:53:12,10.0.2.14,10.0.0.3,grace,auth,login,success,22,ssh,6578,9719
2024-01-01 15:57:38,10.0.3.13,10.0.0.2,iris,auth,login,success,22,ssh,6833,15480
2024-01-01 16:03:35,10.0.2.9,10.0.0.3,iris,auth,login,success,22,ssh,1282,3760
2024-01-01 16:03:52,10.0.3.1,10.0.0.1,alice,auth,login,success,22,ssh,7520,4678
2024-01-01 16:09:08,10.0.1.17,10.0.0.3,iris,auth,login,success,22,ssh,4570,14606
2024-01-01 16:11:54,10.0.2.24,10.0.0.1,jack,auth,login,success,22,ssh,7186,11763
2024-01-01 16:14:08,10.0.4.10,10.0.0.1,dave,auth,login,success,22,ssh,5411,10348
2024-01-01 16:23:58,10.0.1.16,10.0.0.5,alice,auth,login,success,22,ssh,5123,15978
2024-01-01 16:37:10,10.0.1.4,10.0.0.3,dave,auth,login,success,22,ssh,3083,15328
2024-01-01 16:37:25,10.0.4.9,10.0.0.2,iris,auth,login,success,22,ssh,7924,1600
2024-01-01 16:40:50,10.0.4.19,10.0.0.3,carol,auth,login,success,22,ssh,5096,11570
2024-01-01 16:45:04,10.0.1.14,10.0.0.2,bob,auth,login,success,22,ssh,7908,10391
2024-01-01 16:45:23,10.0.1.3,10.0.0.3,eve,auth,login,success,22,ssh,1633,12050
2024-01-01 16:47:05,10.0.3.12,10.0.0.2,eve,auth,login,success,22,ssh,7175,6040
2024-01-01 16:51:40,203.229.142.208,10.0.0.3,grace,auth,login,failed,22,ssh,0,0
2024-01-01 16:56:35,10.0.3.13,10.0.0.2,dave,auth,login,success,22,ssh,5805,2035
2024-01-01 17:20:58,10.0.4.18,10.0.0.2,frank,auth,login,success,22,ssh,2861,13138
2024-01-01 17:22:40,10.0.1.15,10.0.0.3,iris,auth,login,success,22,ssh,3158,2363
2024-01-01 17:23:36,10.0.4.21,10.0.0.1,henry,auth,login,success,22,ssh,6830,2836
2024-01-01 17:23:36,10.0.1.18,10.0.0.2,jack,auth,login,success,22,ssh,1736,10707
2024-01-01 17:27:14,10.0.2.8,10.0.0.3,henry,auth,login,success,22,ssh,6047,10613
2024-01-01 17:32:45,10.0.2.10,10.0.0.2,carol,auth,login,success,22,ssh,1668,7206
2024-01-01 17:42:35,10.0.3.18,10.0.0.2,jack,auth,login,success,22,ssh,2177,12859
2024-01-01 17:43:41,10.0.1.14,10.0.0.3,iris,auth,login,success,22,ssh,2473,11545
2024-01-01 17:47:39,10.0.3.21,10.0.0.3,carol,auth,login,success,22,ssh,4685,7363
2024-01-01 17:50:54,10.0.2.13,10.0.0.1,alice,auth,login,success,22,ssh,7968,8565
2024-01-01 17:52:26,10.0.1.1,10.0.0.1,bob,auth,login,success,22,ssh,6007,5455
2024-01-01 17:57:16,10.0.1.17,10.0.0.3,bob,auth,login,failed,22,ssh,0,0
2024-01-01 18:11:31,10.0.1.15,10.0.0.1,dave,auth,login,success,22,ssh,2644,13697
2024-01-01 18:13:24,10.0.3.9,10.0.0.2,carol,auth,login,success,22,ssh,2739,13222
2024-01-01 18:27:47,10.0.2.12,10.0.0.2,henry,auth,login,success,22,ssh,3181,8114
2024-01-01 18:29:47,203.57.12.190,10.0.0.3,iris,auth,login,success,22,ssh,2098,3073
2024-01-01 18:47:07,10.0.3.3,10.0.0.2,karen,auth,login,success,22,ssh,6949,10576
2024-01-01 18:47:18,10.0.1.23,10.0.0.2,bob,auth,login,success,22,ssh,2943,3659
2024-01-01 18:51:21,10.0.4.21,10.0.0.1,alice,auth,login,success,22,ssh,1779,10547
2024-01-01 18:51:33,203.71.52.174,10.0.0.1,carol,auth,login,failed,22,ssh,0,0
2024-01-01 18:52:07,10.0.2.15,10.0.0.2,leo,auth,login,success,22,ssh,6136,4712
2024-01-01 18:55:43,10.0.2.17,10.0.0.2,karen,auth,login,success,22,ssh,5987,15305
2024-01-01 18:59:31,10.0.3.21,10.0.0.5,henry,auth,login,failed,22,ssh,0,0
2024-01-02 07:01:09,10.0.3.6,10.0.0.3,alice,auth,login,success,22,ssh,3245,3792
2024-01-02 07:08:19,203.101.214.57,10.0.0.3,carol,auth,login,success,22,ssh,3049,10562
2024-01-02 07:13:02,10.0.1.2,10.0.0.5,frank,auth,login,success,22,ssh,6724,12121
2024-01-02 07:17:59,10.0.4.8,10.0.0.5,alice,auth,login,success,22,ssh,3624,12939
2024-01-02 07:22:08,10.0.1.6,10.0.0.1,carol,auth,login,success,22,ssh,6894,1825
2024-01-02 07:36:30,10.0.2.23,10.0.0.1,jack,auth,login,success,22,ssh,5253,8889
2024-01-02 07:38:51,203.140.125.58,10.0.0.3,henry,auth,login,success,22,ssh,3544,11118
2024-01-02 07:47:15,10.0.1.3,10.0.0.3,dave,auth,login,success,22,ssh,6831,15882
2024-01-02 07:47:16,10.0.3.23,10.0.0.5,frank,auth,login,success,22,ssh,7299,4695
2024-01-02 07:48:33,10.0.1.2,10.0.0.5,dave,auth,login,success,22,ssh,6982,8944
2024-01-02 07:49:25,10.0.3.23,10.0.0.1,henry,auth,login,success,22,ssh,1351,5300
2024-01-02 08:00:31,10.0.3.1,10.0.0.5,dave,auth,login,success,22,ssh,1317,6803
2024-01-02 08:03:14,10.0.3.15,10.0.0.1,carol,auth,login,success,22,ssh,4812,8831
2024-01-02 08:06:49,10.0.1.18,10.0.0.1,iris,auth,login,success,22,ssh,7172,7354
2024-01-02 08:07:11,10.0.2.11,10.0.0.2,frank,auth,login,success,22,ssh,7966,7376
2024-01-02 08:24:06,10.0.1.15,10.0.0.1,jack,auth,login,success,22,ssh,1430,7575
2024-01-02 08:26:56,10.0.3.3,10.0.0.3,carol,auth,login,success,22,ssh,5310,12863
2024-01-02 08:27:17,10.0.3.18,10.0.0.1,eve,auth,login,success,22,ssh,2437,8401
2024-01-02 08:31:22,10.0.1.9,10.0.0.1,carol,auth,login,success,22,ssh,5577,13380
2024-01-02 08:48:13,10.0.4.18,10.0.0.1,carol,auth,login,success,22,ssh,4592,2259
2024-01-02 08:52:11,10.0.3.12,10.0.0.3,eve,auth,login,success,22,ssh,3450,14133
2024-01-02 08:53:23,203.119.13.144,10.0.0.3,eve,auth,login,success,22,ssh,1222,6328
2024-01-02 08:57:11,10.0.2.3,10.0.0.3,frank,auth,login,success,22,ssh,7185,8989
2024-01-02 08:57:13,10.0.3.22,10.0.0.5,jack,auth,login,success,22,ssh,5036,4616
2024-01-02 09:04:06,10.0.4.23,10.0.0.1,eve,auth,login,failed,22,ssh,0,0
2024-01-02 09:05:56,10.0.4.23,10.0.0.3,frank,auth,login,success,22,ssh,3129,12839
2024-01-02 09:06:26,10.0.4.21,10.0.0.5,leo,auth,login,success,22,ssh,7072,10321
2024-01-02 09:07:37,10.0.1.19,10.0.0.1,bob,auth,login,success,22,ssh,6845,6719
2024-01-02 09:11:49,10.0.4.5,10.0.0.3,carol,auth,login,success,22,ssh,6862,14521
2024-01-02 09:18:53,10.0.1.23,10.0.0.3,henry,auth,login,success,22,ssh,5956,10371
2024-01-02 09:20:29,10.0.4.3,10.0.0.2,carol,auth,login,success,22,ssh,3427,3675
2024-01-02 09:26:25,10.0.3.9,10.0.0.3,leo,auth,login,success,22,ssh,7283,14748
2024-01-02 09:28:26,10.0.4.17,10.0.0.2,bob,auth,login,success,22,ssh,3286,10939
2024-01-02 09:30:33,10.0.4.2,10.0.0.3,eve,auth,login,success,22,ssh,1986,10590
2024-01-02 09:37:47,10.0.4.6,10.0.0.2,grace,auth,login,failed,22,ssh,0,0
2024-01-02 09:38:46,10.0.2.24,10.0.0.1,frank,auth,login,success,22,ssh,3628,9398
2024-01-02 09:48:44,10.0.4.1,10.0.0.1,eve,auth,login,success,22,ssh,5973,6632
2024-01-02 09:49:02,10.0.1.22,10.0.0.3,karen,auth,login,success,22,ssh,6885,13983
2024-01-02 09:55:59,10.0.3.23,10.0.0.1,frank,auth,login,success,22,ssh,2979,7236
2024-01-02 09:59:54,10.0.4.13,10.0.0.2,jack,auth,login,success,22,ssh,5308,3362
2024-01-02 10:02:12,203.3.81.179,10.0.0.2,karen,auth,login,success,22,ssh,1599,10865
2024-01-02 10:04:57,10.0.4.9,10.0.0.3,leo,auth,login,success,22,ssh,1080,9423
2024-01-02 10:05:45,10.0.2.23,10.0.0.1,grace,auth,login,success,22,ssh,5541,12392
2024-01-02 10:10:45,10.0.2.11,10.0.0.3,carol,auth,login,success,22,ssh,6161,4772
2024-01-02 10:14:57,10.0.4.12,10.0.0.2,jack,auth,login,success,22,ssh,3743,4581
2024-01-02 10:17:58,10.0.1.16,10.0.0.3,leo,auth,login,success,22,ssh,1577,10854
2024-01-02 10:20:12,10.0.1.20,10.0.0.1,eve,auth,login,success,22,ssh,6196,8832
2024-01-02 10:31:24,10.0.4.11,10.0.0.5,eve,auth,login,success,22,ssh,5727,10730
2024-01-02 10:52:28,10.0.2.6,10.0.0.1,iris,auth,login,success,22,ssh,4022,1782
2024-01-02 10:53:54,10.0.4.6,10.0.0.1,leo,auth,login,success,22,ssh,6325,5066
2024-01-02 11:00:27,10.0.3.8,10.0.0.1,eve,auth,login,success,22,ssh,6901,15564
2024-01-02 11:12:59,10.0.3.4,10.0.0.1,carol,auth,login,success,22,ssh,5550,4270
2024-01-02 11:18:00,10.0.2.1,10.0.0.1,alice,auth,login,success,22,ssh,6002,12668
2024-01-02 11:19:53,10.0.2.6,10.0.0.1,bob,auth,login,success,22,ssh,7148,12678
2024-01-02 11:20:30,10.0.4.5,10.0.0.2,leo,auth,login,success,22,ssh,7360,8853
2024-01-02 11:25:43,10.0.3.21,10.0.0.3,bob,auth,login,success,22,ssh,1356,14560
2024-01-02 11:29:51,10.0.3.4,10.0.0.2,karen,auth,login,success,22,ssh,1702,1296
2024-01-02 11:45:05,10.0.2.14,10.0.0.5,carol,auth,login,success,22,ssh,5873,5201
2024-01-02 11:50:28,10.0.4.11,10.0.0.3,karen,auth,login,success,22,ssh,6499,3153
2024-01-02 11:51:03,10.0.1.9,10.0.0.5,carol,auth,login,failed,22,ssh,0,0
2024-01-02 11:54:24,10.0.3.24,10.0.0.5,alice,auth,login,success,22,ssh,2409,15165
2024-01-02 11:59:45,10.0.2.3,10.0.0.2,karen,auth,login,success,22,ssh,7482,3149
2024-01-02 12:03:21,10.0.1.3,10.0.0.1,henry,auth,login,success,22,ssh,3821,2936
2024-01-02 12:05:19,10.0.1.6,10.0.0.3,henry,auth,login,success,22,ssh,6657,5626
2024-01-02 12:06:04,10.0.4.14,10.0.0.5,henry,auth,login,failed,22,ssh,0,0
2024-01-02 12:10:25,10.0.4.12,10.0.0.1,henry,auth,login,success,22,ssh,900,1514
2024-01-02 12:14:19,10.0.4.22,10.0.0.2,jack,auth,login,success,22,ssh,5321,6872
2024-01-02 12:22:35,10.0.3.5,10.0.0.2,grace,auth,login,success,22,ssh,592,11495
2024-01-02 12:26:16,10.0.1.4,10.0.0.1,karen,auth,login,success,22,ssh,1641,4346
2024-01-02 12:29:58,10.0.2.24,10.0.0.5,eve,auth,login,success,22,ssh,1139,10801
2024-01-02 13:02:55,10.0.3.5,10.0.0.5,eve,auth,login,success,22,ssh,726,4155
2024-01-02 13:08:09,10.0.1.9,10.0.0.2,jack,auth,login,success,22,ssh,6763,14221
2024-01-02 13:13:57,10.0.1.2,10.0.0.3,jack,auth,login,success,22,ssh,538,15817
2024-01-02 13:16:31,10.0.3.17,10.0.0.5,carol,auth,login,success,22,ssh,5553,12083
2024-01-02 13:17:35,10.0.3.1,10.0.0.2,bob,auth,login,success,22,ssh,5284,14861
2024-01-02 13:21:26,10.0.4.22,10.0.0.2,bob,auth,login,success,22,ssh,4205,13388
2024-01-02 13:22:44,10.0.1.10,10.0.0.1,jack,auth,login,success,22,ssh,7825,2130
2024-01-02 13:25:18,10.0.3.11,10.0.0.1,carol,auth,login,success,22,ssh,648,14760
2024-01-02 13:31:10,10.0.1.15,10.0.0.5,henry,auth,login,success,22,ssh,1645,13271
2024-01-02 13:31:20,10.0.2.17,10.0.0.5,leo,auth,login,success,22,ssh,7563,9496
2024-01-02 13:38:42,10.0.2.19,10.0.0.2,dave,auth,login,success,22,ssh,3682,2088
2024-01-02 13:39:27,10.0.1.22,10.0.0.2,leo,auth,login,success,22,ssh,1229,7028
2024-01-02 13:40:06,10.0.4.14,10.0.0.1,frank,auth,login,failed,22,ssh,0,0
2024-01-02 13:54:21,10.0.2.13,10.0.0.5,leo,auth,login,success,22,ssh,7137,8413
2024-01-02 14:19:00,10.0.1.16,10.0.0.1,jack,auth,login,success,22,ssh,908,5119
2024-01-02 14:23:24,10.0.2.8,10.0.0.2,alice,auth,login,failed,22,ssh,0,0
2024-01-02 14:27:53,10.0.1.4,10.0.0.2,grace,auth,login,success,22,ssh,608,10449
2024-01-02 14:40:44,10.0.1.14,10.0.0.1,frank,auth,login,success,22,ssh,5956,10831
2024-01-02 14:42:55,10.0.2.18,10.0.0.5,iris,auth,login,success,22,ssh,2684,1334
2024-01-02 14:51:23,10.0.3.14,10.0.0.1,bob,auth,login,success,22,ssh,2665,3601
2024-01-02 14:52:28,10.0.2.19,10.0.0.1,frank,auth,login,failed,22,ssh,0,0
2024-01-02 14:54:36,10.0.2.23,10.0.0.2,iris,auth,login,success,22,ssh,2589,13670
2024-01-02 15:01:11,10.0.1.20,10.0.0.3,alice,auth,login,failed,22,ssh,0,0
2024-01-02 15:06:36,10.0.3.22,10.0.0.2,iris,auth,login,success,22,ssh,6559,4715
2024-01-02 15:19:36,10.0.4.24,10.0.0.3,grace,auth,login,success,22,ssh,5048,9779
2024-01-02 15:21:24,10.0.1.11,10.0.0.2,eve,auth,login,success,22,ssh,4763,9860
2024-01-02 15:22:32,10.0.1.19,10.0.0.5,grace,auth,login,success,22,ssh,2646,12285
2024-01-02 15:27:41,10.0.3.14,10.0.0.1,grace,auth,login,success,22,ssh,2705,6956
2024-01-02 15:29:07,10.0.2.3,10.0.0.3,henry,auth,login,success,22,ssh,6682,11687
2024-01-02 15:39:57,10.0.4.18,10.0.0.5,frank,auth,login,success,22,ssh,7165,9124
2024-01-02 15:47:39,10.0.4.22,10.0.0.2,eve,auth,login,success,22,ssh,6255,2763
2024-01-02 15:50:10,203.216.174.72,10.0.0.5,frank,auth,login,success,22,ssh,1611,13787
2024-01-02 15:50:57,10.0.1.4,10.0.0.3,iris,auth,login,failed,22,ssh,0,0
2024-01-02 15:51:27,10.0.1.17,10.0.0.1,jack,auth,login,success,22,ssh,4616,6689
2024-01-02 15:52:38,10.0.4.4,10.0.0.1,alice,auth,login,success,22,ssh,5030,8264
2024-01-02 15:57:50,10.0.2.15,10.0.0.5,dave,auth,login,success,22,ssh,1645,10454
2024-01-02 15:59:27,10.0.4.23,10.0.0.5,iris,auth,login,success,22,ssh,4664,13797
2024-01-02 16:00:03,10.0.3.9,10.0.0.2,eve,auth,login,success,22,ssh,2545,7138
2024-01-02 16:02:41,203.15.47.56,10.0.0.5,leo,auth,login,success,22,ssh,7372,12088
2024-01-02 16:11:21,203.140.125.58,10.0.0.3,dave,auth,login,success,22,ssh,1657,13411
2024-01-02 16:13:22,203.229.142.208,10.0.0.2,alice,auth,login,success,22,ssh,999,14681
2024-01-02 16:19:41,10.0.3.17,10.0.0.5,jack,auth,login,success,22,ssh,7975,7471
2024-01-02 16:19:51,10.0.2.1,10.0.0.2,grace,auth,login,failed,22,ssh,0,0
2024-01-02 16:22:14,10.0.2.11,10.0.0.3,alice,auth,login,success,22,ssh,7911,13951
2024-01-02 16:24:09,10.0.1.22,10.0.0.2,karen,auth,login,success,22,ssh,6252,8108
2024-01-02 16:30:42,203.101.214.57,10.0.0.5,iris,auth,login,success,22,ssh,3096,5410
2024-01-02 16:30:45,10.0.1.10,10.0.0.1,karen,auth,login,success,22,ssh,5696,3366
2024-01-02 16:41:50,10.0.4.8,10.0.0.2,bob,auth,login,success,22,ssh,2861,9977
2024-01-02 16:50:44,10.0.4.5,10.0.0.5,frank,auth,login,success,22,ssh,6711,9745
2024-01-02 16:54:17,10.0.4.20,10.0.0.5,karen,auth,login,success,22,ssh,3552,7527
2024-01-02 17:13:33,10.0.2.6,10.0.0.3,frank,auth,login,success,22,ssh,3679,8695
2024-01-02 17:20:06,10.0.1.6,10.0.0.3,henry,auth,login,success,22,ssh,7339,13155
2024-01-02 17:30:03,10.0.4.20,10.0.0.2,iris,auth,login,success,22,ssh,3860,10864
2024-01-02 17:30:37,10.0.2.10,10.0.0.1,jack,auth,login,success,22,ssh,5876,5780
2024-01-02 17:41:41,10.0.4.22,10.0.0.5,henry,auth,login,success,22,ssh,6465,6559
2024-01-02 17:45:07,10.0.1.22,10.0.0.1,jack,auth,login,success,22,ssh,4930,14747
2024-01-02 17:45:51,10.0.4.2,10.0.0.3,carol,auth,login,success,22,ssh,3934,7586
2024-01-02 18:06:56,10.0.3.6,10.0.0.5,iris,auth,login,success,22,ssh,7742,3549
2024-01-02 18:09:50,203.229.142.208,10.0.0.1,dave,auth,login,success,22,ssh,4316,12873
2024-01-02 18:11:11,10.0.1.24,10.0.0.2,dave,auth,login,failed,22,ssh,0,0
2024-01-02 18:17:56,10.0.2.24,10.0.0.3,dave,auth,login,success,22,ssh,6689,7392
2024-01-02 18:50:40,10.0.1.2,10.0.0.1,eve,auth,login,success,22,ssh,6358,15296
2024-01-02 18:50:58,10.0.4.7,10.0.0.3,dave,auth,login,success,22,ssh,4252,11540
2024-01-02 18:51:37,10.0.4.24,10.0.0.2,carol,auth,login,failed,22,ssh,0,0
2024-01-03 07:04:12,203.3.81.179,10.0.0.5,eve,auth,login,success,22,ssh,7129,3110
2024-01-03 07:06:45,10.0.2.22,10.0.0.2,eve,auth,login,success,22,ssh,5298,9109
2024-01-03 07:24:09,10.0.4.6,10.0.0.1,grace,auth,login,success,22,ssh,3124,13208
